Fecha,Serial,energia
2017+AC0-08+AC0-01 00:00:00 +AC0-0600,121523009117,1124
2017+AC0-08+AC0-02 00:00:00 +AC0-0600,121523009117,1514
2017+AC0-08+AC0-03 00:00:00 +AC0-0600,121523009117,1477
2017+AC0-08+AC0-04 00:00:00 +AC0-0600,121523009117,1504
2017+AC0-08+AC0-05 00:00:00 +AC0-0600,121523009117,1297
2017+AC0-08+AC0-06 00:00:00 +AC0-0600,121523009117,1084
2017+AC0-08+AC0-07 00:00:00 +AC0-0600,121523009117,1374
2017+AC0-08+AC0-08 00:00:00 +AC0-0600,121523009117,1146
2017+AC0-08+AC0-09 00:00:00 +AC0-0600,121523009117,842
2017+AC0-08+AC0-10 00:00:00 +AC0-0600,121523009117,1024
2017+AC0-08+AC0-11 00:00:00 +AC0-0600,121523009117,1195
2017+AC0-08+AC0-12 00:00:00 +AC0-0600,121523009117,1083
2017+AC0-08+AC0-13 00:00:00 +AC0-0600,121523009117,1059
2017+AC0-08+AC0-14 00:00:00 +AC0-0600,121523009117,1424
2017+AC0-08+AC0-15 00:00:00 +AC0-0600,121523009117,1375
2017+AC0-08+AC0-16 00:00:00 +AC0-0600,121523009117,1074
2017+AC0-08+AC0-17 00:00:00 +AC0-0600,121523009117,1116
2017+AC0-08+AC0-18 00:00:00 +AC0-0600,121523009117,1222
2017+AC0-08+AC0-19 00:00:00 +AC0-0600,121523009117,1098
2017+AC0-08+AC0-20 00:00:00 +AC0-0600,121523009117,1321
2017+AC0-08+AC0-21 00:00:00 +AC0-0600,121523009117,1288
2017+AC0-08+AC0-22 00:00:00 +AC0-0600,121523009117,1545
2017+AC0-08+AC0-23 00:00:00 +AC0-0600,121523009117,1273
2017+AC0-08+AC0-24 00:00:00 +AC0-0600,121523009117,727
2017+AC0-08+AC0-25 00:00:00 +AC0-0600,121523009117,790
2017+AC0-08+AC0-26 00:00:00 +AC0-0600,121523009117,1348
2017+AC0-08+AC0-27 00:00:00 +AC0-0600,121523009117,1341
2017+AC0-08+AC0-28 00:00:00 +AC0-0600,121523009117,1440
2017+AC0-08+AC0-29 00:00:00 +AC0-0600,121523009117,1118
2017+AC0-08+AC0-30 00:00:00 +AC0-0600,121523009117,1634
2017+AC0-08+AC0-31 00:00:00 +AC0-0600,121523009117,985
2017+AC0-09+AC0-01 00:00:00 +AC0-0600,121523009117,1559
2017+AC0-09+AC0-02 00:00:00 +AC0-0600,121523009117,1386
2017+AC0-09+AC0-03 00:00:00 +AC0-0600,121523009117,1251
2017+AC0-09+AC0-04 00:00:00 +AC0-0600,121523009117,1291
2017+AC0-09+AC0-05 00:00:00 +AC0-0600,121523009117,1231
2017+AC0-09+AC0-06 00:00:00 +AC0-0600,121523009117,1515
2017+AC0-09+AC0-07 00:00:00 +AC0-0600,121523009117,1250
2017+AC0-09+AC0-08 00:00:00 +AC0-0600,121523009117,1178
2017+AC0-09+AC0-09 00:00:00 +AC0-0600,121523009117,864
2017+AC0-09+AC0-10 00:00:00 +AC0-0600,121523009117,585
2017+AC0-09+AC0-11 00:00:00 +AC0-0600,121523009117,854
2017+AC0-09+AC0-12 00:00:00 +AC0-0600,121523009117,1359
2017+AC0-09+AC0-13 00:00:00 +AC0-0600,121523009117,1486
2017+AC0-09+AC0-14 00:00:00 +AC0-0600,121523009117,1207
2017+AC0-09+AC0-15 00:00:00 +AC0-0600,121523009117,1212
2017+AC0-09+AC0-16 00:00:00 +AC0-0600,121523009117,1415
2017+AC0-09+AC0-17 00:00:00 +AC0-0600,121523009117,1139
2017+AC0-09+AC0-18 00:00:00 +AC0-0600,121523009117,778
2017+AC0-09+AC0-19 00:00:00 +AC0-0600,121523009117,909
2017+AC0-09+AC0-20 00:00:00 +AC0-0600,121523009117,986
2017+AC0-09+AC0-21 00:00:00 +AC0-0600,121523009117,1066
2017+AC0-09+AC0-22 00:00:00 +AC0-0600,121523009117,854
2017+AC0-09+AC0-23 00:00:00 +AC0-0600,121523009117,1224
2017+AC0-09+AC0-24 00:00:00 +AC0-0600,121523009117,850
2017+AC0-09+AC0-25 00:00:00 +AC0-0600,121523009117,1224
2017+AC0-09+AC0-26 00:00:00 +AC0-0600,121523009117,924
2017+AC0-09+AC0-27 00:00:00 +AC0-0600,121523009117,819
2017+AC0-09+AC0-28 00:00:00 +AC0-0600,121523009117,1181
2017+AC0-09+AC0-29 00:00:00 +AC0-0600,121523009117,1085
2017+AC0-09+AC0-30 00:00:00 +AC0-0600,121523009117,948
2017+AC0-10+AC0-01 00:00:00 +AC0-0600,121523009117,1016
2017+AC0-10+AC0-02 00:00:00 +AC0-0600,121523009117,941
2017+AC0-10+AC0-03 00:00:00 +AC0-0600,121523009117,586
2017+AC0-10+AC0-04 00:00:00 +AC0-0600,121523009117,798
2017+AC0-10+AC0-05 00:00:00 +AC0-0600,121523009117,531
2017+AC0-10+AC0-06 00:00:00 +AC0-0600,121523009117,1202
2017+AC0-10+AC0-07 00:00:00 +AC0-0600,121523009117,1484
2017+AC0-10+AC0-08 00:00:00 +AC0-0600,121523009117,1229
2017+AC0-03+AC0-21 00:00:00 +AC0-0600,121523006072,0
2017+AC0-03+AC0-22 00:00:00 +AC0-0600,121523006072,182
2017+AC0-03+AC0-23 00:00:00 +AC0-0600,121523006072,776
2017+AC0-03+AC0-24 00:00:00 +AC0-0600,121523006072,987
2017+AC0-03+AC0-25 00:00:00 +AC0-0600,121523006072,1644
2017+AC0-03+AC0-26 00:00:00 +AC0-0600,121523006072,1646
2017+AC0-03+AC0-27 00:00:00 +AC0-0600,121523006072,1668
2017+AC0-03+AC0-28 00:00:00 +AC0-0600,121523006072,1597
2017+AC0-03+AC0-29 00:00:00 +AC0-0600,121523006072,1554
2017+AC0-03+AC0-30 00:00:00 +AC0-0600,121523006072,1576
2017+AC0-03+AC0-31 00:00:00 +AC0-0600,121523006072,1649
2017+AC0-04+AC0-01 00:00:00 +AC0-0600,121523006072,1441
2017+AC0-04+AC0-02 00:00:00 +AC0-0600,121523006072,1061
2017+AC0-04+AC0-03 00:00:00 +AC0-0600,121523006072,1561
2017+AC0-04+AC0-04 00:00:00 +AC0-0600,121523006072,1474
2017+AC0-04+AC0-05 00:00:00 +AC0-0600,121523006072,997
2017+AC0-04+AC0-06 00:00:00 +AC0-0600,121523006072,1213
2017+AC0-04+AC0-07 00:00:00 +AC0-0600,121523006072,1075
2017+AC0-04+AC0-08 00:00:00 +AC0-0600,121523006072,852
2017+AC0-04+AC0-09 00:00:00 +AC0-0600,121523006072,1449
2017+AC0-04+AC0-10 00:00:00 +AC0-0600,121523006072,1627
2017+AC0-04+AC0-11 00:00:00 +AC0-0600,121523006072,1717
2017+AC0-04+AC0-12 00:00:00 +AC0-0600,121523006072,1703
2017+AC0-04+AC0-13 00:00:00 +AC0-0600,121523006072,1730
2017+AC0-04+AC0-14 00:00:00 +AC0-0600,121523006072,1211
2017+AC0-04+AC0-15 00:00:00 +AC0-0600,121523006072,1672
2017+AC0-04+AC0-16 00:00:00 +AC0-0600,121523006072,1351
2017+AC0-04+AC0-17 00:00:00 +AC0-0600,121523006072,986
2017+AC0-04+AC0-18 00:00:00 +AC0-0600,121523006072,1336
2017+AC0-04+AC0-19 00:00:00 +AC0-0600,121523006072,921
2017+AC0-04+AC0-20 00:00:00 +AC0-0600,121523006072,985
2017+AC0-04+AC0-21 00:00:00 +AC0-0600,121523006072,1332
2017+AC0-04+AC0-22 00:00:00 +AC0-0600,121523006072,1316
2017+AC0-04+AC0-23 00:00:00 +AC0-0600,121523006072,1398
2017+AC0-04+AC0-24 00:00:00 +AC0-0600,121523006072,1541
2017+AC0-04+AC0-25 00:00:00 +AC0-0600,121523006072,1437
2017+AC0-04+AC0-26 00:00:00 +AC0-0600,121523006072,1152
2017+AC0-04+AC0-27 00:00:00 +AC0-0600,121523006072,1391
2017+AC0-04+AC0-28 00:00:00 +AC0-0600,121523006072,1382
2017+AC0-04+AC0-29 00:00:00 +AC0-0600,121523006072,1505
2017+AC0-04+AC0-30 00:00:00 +AC0-0600,121523006072,1325
2017+AC0-05+AC0-01 00:00:00 +AC0-0600,121523006072,1450
2017+AC0-05+AC0-02 00:00:00 +AC0-0600,121523006072,904
2017+AC0-05+AC0-03 00:00:00 +AC0-0600,121523006072,1339
2017+AC0-05+AC0-04 00:00:00 +AC0-0600,121523006072,1170
2017+AC0-05+AC0-05 00:00:00 +AC0-0600,121523006072,1078
2017+AC0-05+AC0-06 00:00:00 +AC0-0600,121523006072,1101
2017+AC0-05+AC0-07 00:00:00 +AC0-0600,121523006072,1208
2017+AC0-05+AC0-08 00:00:00 +AC0-0600,121523006072,1349
2017+AC0-05+AC0-09 00:00:00 +AC0-0600,121523006072,1004
2017+AC0-05+AC0-10 00:00:00 +AC0-0600,121523006072,1290
2017+AC0-05+AC0-11 00:00:00 +AC0-0600,121523006072,772
2017+AC0-05+AC0-12 00:00:00 +AC0-0600,121523006072,727
2017+AC0-05+AC0-13 00:00:00 +AC0-0600,121523006072,986
2017+AC0-05+AC0-14 00:00:00 +AC0-0600,121523006072,1041
2017+AC0-05+AC0-15 00:00:00 +AC0-0600,121523006072,1139
2017+AC0-05+AC0-16 00:00:00 +AC0-0600,121523006072,721
2017+AC0-05+AC0-17 00:00:00 +AC0-0600,121523006072,978
2017+AC0-05+AC0-18 00:00:00 +AC0-0600,121523006072,1411
2017+AC0-05+AC0-19 00:00:00 +AC0-0600,121523006072,1194
2017+AC0-05+AC0-20 00:00:00 +AC0-0600,121523006072,1398
2017+AC0-05+AC0-21 00:00:00 +AC0-0600,121523006072,593
2017+AC0-05+AC0-22 00:00:00 +AC0-0600,121523006072,921
2017+AC0-05+AC0-23 00:00:00 +AC0-0600,121523006072,1526
2017+AC0-05+AC0-24 00:00:00 +AC0-0600,121523006072,1338
2017+AC0-05+AC0-25 00:00:00 +AC0-0600,121523006072,1369
2017+AC0-05+AC0-26 00:00:00 +AC0-0600,121523006072,755
2017+AC0-05+AC0-27 00:00:00 +AC0-0600,121523006072,1459
2017+AC0-05+AC0-28 00:00:00 +AC0-0600,121523006072,968
2017+AC0-05+AC0-29 00:00:00 +AC0-0600,121523006072,989
2017+AC0-05+AC0-30 00:00:00 +AC0-0600,121523006072,936
2017+AC0-05+AC0-31 00:00:00 +AC0-0600,121523006072,1307
2017+AC0-06+AC0-01 00:00:00 +AC0-0600,121523006072,1258
2017+AC0-06+AC0-02 00:00:00 +AC0-0600,121523006072,1233
2017+AC0-06+AC0-03 00:00:00 +AC0-0600,121523006072,815
2017+AC0-06+AC0-04 00:00:00 +AC0-0600,121523006072,1254
2017+AC0-06+AC0-05 00:00:00 +AC0-0600,121523006072,1241
2017+AC0-06+AC0-06 00:00:00 +AC0-0600,121523006072,1435
2017+AC0-06+AC0-07 00:00:00 +AC0-0600,121523006072,636
2017+AC0-06+AC0-08 00:00:00 +AC0-0600,121523006072,1109
2017+AC0-06+AC0-09 00:00:00 +AC0-0600,121523006072,1264
2017+AC0-06+AC0-10 00:00:00 +AC0-0600,121523006072,1018
2017+AC0-06+AC0-11 00:00:00 +AC0-0600,121523006072,547
2017+AC0-06+AC0-12 00:00:00 +AC0-0600,121523006072,1146
2017+AC0-06+AC0-13 00:00:00 +AC0-0600,121523006072,618
2017+AC0-06+AC0-14 00:00:00 +AC0-0600,121523006072,1071
2017+AC0-06+AC0-15 00:00:00 +AC0-0600,121523006072,792
2017+AC0-06+AC0-16 00:00:00 +AC0-0600,121523006072,1225
2017+AC0-06+AC0-17 00:00:00 +AC0-0600,121523006072,1208
2017+AC0-06+AC0-18 00:00:00 +AC0-0600,121523006072,1023
2017+AC0-06+AC0-19 00:00:00 +AC0-0600,121523006072,1151
2017+AC0-06+AC0-20 00:00:00 +AC0-0600,121523006072,1118
2017+AC0-06+AC0-21 00:00:00 +AC0-0600,121523006072,847
2017+AC0-06+AC0-22 00:00:00 +AC0-0600,121523006072,771
2017+AC0-06+AC0-23 00:00:00 +AC0-0600,121523006072,1690
2017+AC0-06+AC0-24 00:00:00 +AC0-0600,121523006072,1133
2017+AC0-06+AC0-25 00:00:00 +AC0-0600,121523006072,1683
2017+AC0-06+AC0-26 00:00:00 +AC0-0600,121523006072,789
2017+AC0-06+AC0-27 00:00:00 +AC0-0600,121523006072,1044
2017+AC0-06+AC0-28 00:00:00 +AC0-0600,121523006072,1175
2017+AC0-06+AC0-29 00:00:00 +AC0-0600,121523006072,845
2017+AC0-06+AC0-30 00:00:00 +AC0-0600,121523006072,1381
2017+AC0-07+AC0-01 00:00:00 +AC0-0600,121523006072,975
2017+AC0-07+AC0-02 00:00:00 +AC0-0600,121523006072,550
2017+AC0-07+AC0-03 00:00:00 +AC0-0600,121523006072,1368
2017+AC0-07+AC0-04 00:00:00 +AC0-0600,121523006072,948
2017+AC0-07+AC0-05 00:00:00 +AC0-0600,121523006072,942
2017+AC0-07+AC0-06 00:00:00 +AC0-0600,121523006072,1651
2017+AC0-07+AC0-07 00:00:00 +AC0-0600,121523006072,1050
2017+AC0-07+AC0-08 00:00:00 +AC0-0600,121523006072,1329
2017+AC0-07+AC0-09 00:00:00 +AC0-0600,121523006072,656
2017+AC0-07+AC0-10 00:00:00 +AC0-0600,121523006072,802
2017+AC0-07+AC0-11 00:00:00 +AC0-0600,121523006072,862
2017+AC0-07+AC0-12 00:00:00 +AC0-0600,121523006072,863
2017+AC0-07+AC0-13 00:00:00 +AC0-0600,121523006072,1106
2017+AC0-07+AC0-14 00:00:00 +AC0-0600,121523006072,1288
2017+AC0-07+AC0-15 00:00:00 +AC0-0600,121523006072,1496
2017+AC0-07+AC0-16 00:00:00 +AC0-0600,121523006072,1509
2017+AC0-07+AC0-17 00:00:00 +AC0-0600,121523006072,1319
2017+AC0-07+AC0-18 00:00:00 +AC0-0600,121523006072,1023
2017+AC0-07+AC0-19 00:00:00 +AC0-0600,121523006072,775
2017+AC0-07+AC0-20 00:00:00 +AC0-0600,121523006072,1422
2017+AC0-07+AC0-21 00:00:00 +AC0-0600,121523006072,1274
2017+AC0-07+AC0-22 00:00:00 +AC0-0600,121523006072,1508
2017+AC0-07+AC0-23 00:00:00 +AC0-0600,121523006072,1228
2017+AC0-07+AC0-24 00:00:00 +AC0-0600,121523006072,1024
2017+AC0-07+AC0-25 00:00:00 +AC0-0600,121523006072,711
2017+AC0-07+AC0-26 00:00:00 +AC0-0600,121523006072,839
2017+AC0-07+AC0-27 00:00:00 +AC0-0600,121523006072,1389
2017+AC0-07+AC0-28 00:00:00 +AC0-0600,121523006072,997
2017+AC0-07+AC0-29 00:00:00 +AC0-0600,121523006072,1187
2017+AC0-07+AC0-30 00:00:00 +AC0-0600,121523006072,1253
2017+AC0-07+AC0-31 00:00:00 +AC0-0600,121523006072,994
2017+AC0-08+AC0-01 00:00:00 +AC0-0600,121523006072,1155
2017+AC0-08+AC0-02 00:00:00 +AC0-0600,121523006072,1583
2017+AC0-08+AC0-03 00:00:00 +AC0-0600,121523006072,1577
2017+AC0-08+AC0-04 00:00:00 +AC0-0600,121523006072,1574
2017+AC0-08+AC0-05 00:00:00 +AC0-0600,121523006072,1380
2017+AC0-08+AC0-06 00:00:00 +AC0-0600,121523006072,1134
2017+AC0-08+AC0-07 00:00:00 +AC0-0600,121523006072,1442
2017+AC0-08+AC0-08 00:00:00 +AC0-0600,121523006072,1222
2017+AC0-08+AC0-09 00:00:00 +AC0-0600,121523006072,887
2017+AC0-08+AC0-10 00:00:00 +AC0-0600,121523006072,1074
2017+AC0-08+AC0-11 00:00:00 +AC0-0600,121523006072,1235
2017+AC0-08+AC0-12 00:00:00 +AC0-0600,121523006072,1108
2017+AC0-08+AC0-13 00:00:00 +AC0-0600,121523006072,1094
2017+AC0-08+AC0-14 00:00:00 +AC0-0600,121523006072,1495
2017+AC0-08+AC0-15 00:00:00 +AC0-0600,121523006072,1405
2017+AC0-08+AC0-16 00:00:00 +AC0-0600,121523006072,1105
2017+AC0-08+AC0-17 00:00:00 +AC0-0600,121523006072,1135
2017+AC0-08+AC0-18 00:00:00 +AC0-0600,121523006072,1261
2017+AC0-08+AC0-19 00:00:00 +AC0-0600,121523006072,1116
2017+AC0-08+AC0-20 00:00:00 +AC0-0600,121523006072,1349
2017+AC0-08+AC0-21 00:00:00 +AC0-0600,121523006072,1327
2017+AC0-08+AC0-22 00:00:00 +AC0-0600,121523006072,1567
2017+AC0-08+AC0-23 00:00:00 +AC0-0600,121523006072,1293
2017+AC0-08+AC0-24 00:00:00 +AC0-0600,121523006072,737
2017+AC0-08+AC0-25 00:00:00 +AC0-0600,121523006072,823
2017+AC0-08+AC0-26 00:00:00 +AC0-0600,121523006072,1361
2017+AC0-08+AC0-27 00:00:00 +AC0-0600,121523006072,1381
2017+AC0-08+AC0-28 00:00:00 +AC0-0600,121523006072,1466
2017+AC0-08+AC0-29 00:00:00 +AC0-0600,121523006072,1142
2017+AC0-08+AC0-30 00:00:00 +AC0-0600,121523006072,1646
2017+AC0-08+AC0-31 00:00:00 +AC0-0600,121523006072,989
2017+AC0-09+AC0-01 00:00:00 +AC0-0600,121523006072,1583
2017+AC0-09+AC0-02 00:00:00 +AC0-0600,121523006072,1399
2017+AC0-09+AC0-03 00:00:00 +AC0-0600,121523006072,1270
2017+AC0-09+AC0-04 00:00:00 +AC0-0600,121523006072,1308
2017+AC0-09+AC0-05 00:00:00 +AC0-0600,121523006072,1234
2017+AC0-09+AC0-06 00:00:00 +AC0-0600,121523006072,1504
2017+AC0-09+AC0-07 00:00:00 +AC0-0600,121523006072,1248
2017+AC0-09+AC0-08 00:00:00 +AC0-0600,121523006072,1182
2017+AC0-09+AC0-09 00:00:00 +AC0-0600,121523006072,868
2017+AC0-09+AC0-10 00:00:00 +AC0-0600,121523006072,594
2017+AC0-09+AC0-11 00:00:00 +AC0-0600,121523006072,869
2017+AC0-09+AC0-12 00:00:00 +AC0-0600,121523006072,1344
2017+AC0-09+AC0-13 00:00:00 +AC0-0600,121523006072,1467
2017+AC0-09+AC0-14 00:00:00 +AC0-0600,121523006072,1198
2017+AC0-09+AC0-15 00:00:00 +AC0-0600,121523006072,1177
2017+AC0-09+AC0-16 00:00:00 +AC0-0600,121523006072,1412
2017+AC0-09+AC0-17 00:00:00 +AC0-0600,121523006072,1133
2017+AC0-09+AC0-18 00:00:00 +AC0-0600,121523006072,777
2017+AC0-09+AC0-19 00:00:00 +AC0-0600,121523006072,908
2017+AC0-09+AC0-20 00:00:00 +AC0-0600,121523006072,972
2017+AC0-09+AC0-21 00:00:00 +AC0-0600,121523006072,1041
2017+AC0-09+AC0-22 00:00:00 +AC0-0600,121523006072,832
2017+AC0-09+AC0-23 00:00:00 +AC0-0600,121523006072,1196
2017+AC0-09+AC0-24 00:00:00 +AC0-0600,121523006072,833
2017+AC0-09+AC0-25 00:00:00 +AC0-0600,121523006072,1196
2017+AC0-09+AC0-26 00:00:00 +AC0-0600,121523006072,905
2017+AC0-09+AC0-27 00:00:00 +AC0-0600,121523006072,811
2017+AC0-09+AC0-28 00:00:00 +AC0-0600,121523006072,1162
2017+AC0-09+AC0-29 00:00:00 +AC0-0600,121523006072,1067
2017+AC0-09+AC0-30 00:00:00 +AC0-0600,121523006072,919
2017+AC0-10+AC0-01 00:00:00 +AC0-0600,121523006072,1016
2017+AC0-10+AC0-02 00:00:00 +AC0-0600,121523006072,939
2017+AC0-10+AC0-03 00:00:00 +AC0-0600,121523006072,590
2017+AC0-10+AC0-04 00:00:00 +AC0-0600,121523006072,785
2017+AC0-10+AC0-05 00:00:00 +AC0-0600,121523006072,536
2017+AC0-10+AC0-06 00:00:00 +AC0-0600,121523006072,1164
2017+AC0-10+AC0-07 00:00:00 +AC0-0600,121523006072,1383
2017+AC0-10+AC0-08 00:00:00 +AC0-0600,121523006072,1166
2017+AC0-03+AC0-21 00:00:00 +AC0-0600,121523007813,0
2017+AC0-03+AC0-22 00:00:00 +AC0-0600,121523007813,182
2017+AC0-03+AC0-23 00:00:00 +AC0-0600,121523007813,778
2017+AC0-03+AC0-24 00:00:00 +AC0-0600,121523007813,987
2017+AC0-03+AC0-25 00:00:00 +AC0-0600,121523007813,1642
2017+AC0-03+AC0-26 00:00:00 +AC0-0600,121523007813,1644
2017+AC0-03+AC0-27 00:00:00 +AC0-0600,121523007813,1664
2017+AC0-03+AC0-28 00:00:00 +AC0-0600,121523007813,1590
2017+AC0-03+AC0-29 00:00:00 +AC0-0600,121523007813,1552
2017+AC0-03+AC0-30 00:00:00 +AC0-0600,121523007813,1572
2017+AC0-03+AC0-31 00:00:00 +AC0-0600,121523007813,1646
2017+AC0-04+AC0-01 00:00:00 +AC0-0600,121523007813,1437
2017+AC0-04+AC0-02 00:00:00 +AC0-0600,121523007813,1060
2017+AC0-04+AC0-03 00:00:00 +AC0-0600,121523007813,1563
2017+AC0-04+AC0-04 00:00:00 +AC0-0600,121523007813,1474
2017+AC0-04+AC0-05 00:00:00 +AC0-0600,121523007813,1002
2017+AC0-04+AC0-06 00:00:00 +AC0-0600,121523007813,1214
2017+AC0-04+AC0-07 00:00:00 +AC0-0600,121523007813,1080
2017+AC0-04+AC0-08 00:00:00 +AC0-0600,121523007813,856
2017+AC0-04+AC0-09 00:00:00 +AC0-0600,121523007813,1452
2017+AC0-04+AC0-10 00:00:00 +AC0-0600,121523007813,1633
2017+AC0-04+AC0-11 00:00:00 +AC0-0600,121523007813,1721
2017+AC0-04+AC0-12 00:00:00 +AC0-0600,121523007813,1708
2017+AC0-04+AC0-13 00:00:00 +AC0-0600,121523007813,1734
2017+AC0-04+AC0-14 00:00:00 +AC0-0600,121523007813,1214
2017+AC0-04+AC0-15 00:00:00 +AC0-0600,121523007813,1678
2017+AC0-04+AC0-16 00:00:00 +AC0-0600,121523007813,1355
2017+AC0-04+AC0-17 00:00:00 +AC0-0600,121523007813,992
2017+AC0-04+AC0-18 00:00:00 +AC0-0600,121523007813,1338
2017+AC0-04+AC0-19 00:00:00 +AC0-0600,121523007813,920
2017+AC0-04+AC0-20 00:00:00 +AC0-0600,121523007813,986
2017+AC0-04+AC0-21 00:00:00 +AC0-0600,121523007813,1331
2017+AC0-04+AC0-22 00:00:00 +AC0-0600,121523007813,1314
2017+AC0-04+AC0-23 00:00:00 +AC0-0600,121523007813,1397
2017+AC0-04+AC0-24 00:00:00 +AC0-0600,121523007813,1538
2017+AC0-04+AC0-25 00:00:00 +AC0-0600,121523007813,1435
2017+AC0-04+AC0-26 00:00:00 +AC0-0600,121523007813,1152
2017+AC0-04+AC0-27 00:00:00 +AC0-0600,121523007813,1390
2017+AC0-04+AC0-28 00:00:00 +AC0-0600,121523007813,1382
2017+AC0-04+AC0-29 00:00:00 +AC0-0600,121523007813,1503
2017+AC0-04+AC0-30 00:00:00 +AC0-0600,121523007813,1318
2017+AC0-05+AC0-01 00:00:00 +AC0-0600,121523007813,1449
2017+AC0-05+AC0-02 00:00:00 +AC0-0600,121523007813,905
2017+AC0-05+AC0-03 00:00:00 +AC0-0600,121523007813,1340
2017+AC0-05+AC0-04 00:00:00 +AC0-0600,121523007813,1171
2017+AC0-05+AC0-05 00:00:00 +AC0-0600,121523007813,1078
2017+AC0-05+AC0-06 00:00:00 +AC0-0600,121523007813,1102
2017+AC0-05+AC0-07 00:00:00 +AC0-0600,121523007813,1208
2017+AC0-05+AC0-08 00:00:00 +AC0-0600,121523007813,1350
2017+AC0-05+AC0-09 00:00:00 +AC0-0600,121523007813,1006
2017+AC0-05+AC0-10 00:00:00 +AC0-0600,121523007813,1291
2017+AC0-05+AC0-11 00:00:00 +AC0-0600,121523007813,772
2017+AC0-05+AC0-12 00:00:00 +AC0-0600,121523007813,728
2017+AC0-05+AC0-13 00:00:00 +AC0-0600,121523007813,987
2017+AC0-05+AC0-14 00:00:00 +AC0-0600,121523007813,1043
2017+AC0-05+AC0-15 00:00:00 +AC0-0600,121523007813,1141
2017+AC0-05+AC0-16 00:00:00 +AC0-0600,121523007813,722
2017+AC0-05+AC0-17 00:00:00 +AC0-0600,121523007813,978
2017+AC0-05+AC0-18 00:00:00 +AC0-0600,121523007813,1410
2017+AC0-05+AC0-19 00:00:00 +AC0-0600,121523007813,1194
2017+AC0-05+AC0-20 00:00:00 +AC0-0600,121523007813,1398
2017+AC0-05+AC0-21 00:00:00 +AC0-0600,121523007813,593
2017+AC0-05+AC0-22 00:00:00 +AC0-0600,121523007813,922
2017+AC0-05+AC0-23 00:00:00 +AC0-0600,121523007813,1525
2017+AC0-05+AC0-24 00:00:00 +AC0-0600,121523007813,1336
2017+AC0-05+AC0-25 00:00:00 +AC0-0600,121523007813,1369
2017+AC0-05+AC0-26 00:00:00 +AC0-0600,121523007813,755
2017+AC0-05+AC0-27 00:00:00 +AC0-0600,121523007813,1459
2017+AC0-05+AC0-28 00:00:00 +AC0-0600,121523007813,968
2017+AC0-05+AC0-29 00:00:00 +AC0-0600,121523007813,990
2017+AC0-05+AC0-30 00:00:00 +AC0-0600,121523007813,936
2017+AC0-05+AC0-31 00:00:00 +AC0-0600,121523007813,1307
2017+AC0-06+AC0-01 00:00:00 +AC0-0600,121523007813,1257
2017+AC0-06+AC0-02 00:00:00 +AC0-0600,121523007813,1233
2017+AC0-06+AC0-03 00:00:00 +AC0-0600,121523007813,818
2017+AC0-06+AC0-04 00:00:00 +AC0-0600,121523007813,1255
2017+AC0-06+AC0-05 00:00:00 +AC0-0600,121523007813,1242
2017+AC0-06+AC0-06 00:00:00 +AC0-0600,121523007813,1435
2017+AC0-06+AC0-07 00:00:00 +AC0-0600,121523007813,638
2017+AC0-06+AC0-08 00:00:00 +AC0-0600,121523007813,1111
2017+AC0-06+AC0-09 00:00:00 +AC0-0600,121523007813,1266
2017+AC0-06+AC0-10 00:00:00 +AC0-0600,121523007813,1018
2017+AC0-06+AC0-11 00:00:00 +AC0-0600,121523007813,549
2017+AC0-06+AC0-12 00:00:00 +AC0-0600,121523007813,1148
2017+AC0-06+AC0-13 00:00:00 +AC0-0600,121523007813,619
2017+AC0-06+AC0-14 00:00:00 +AC0-0600,121523007813,1075
2017+AC0-06+AC0-15 00:00:00 +AC0-0600,121523007813,793
2017+AC0-06+AC0-16 00:00:00 +AC0-0600,121523007813,1230
2017+AC0-06+AC0-17 00:00:00 +AC0-0600,121523007813,1210
2017+AC0-06+AC0-18 00:00:00 +AC0-0600,121523007813,1026
2017+AC0-06+AC0-19 00:00:00 +AC0-0600,121523007813,1152
2017+AC0-06+AC0-20 00:00:00 +AC0-0600,121523007813,1120
2017+AC0-06+AC0-21 00:00:00 +AC0-0600,121523007813,849
2017+AC0-06+AC0-22 00:00:00 +AC0-0600,121523007813,771
2017+AC0-06+AC0-23 00:00:00 +AC0-0600,121523007813,1694
2017+AC0-06+AC0-24 00:00:00 +AC0-0600,121523007813,1134
2017+AC0-06+AC0-25 00:00:00 +AC0-0600,121523007813,1685
2017+AC0-06+AC0-26 00:00:00 +AC0-0600,121523007813,790
2017+AC0-06+AC0-27 00:00:00 +AC0-0600,121523007813,1044
2017+AC0-06+AC0-28 00:00:00 +AC0-0600,121523007813,1176
2017+AC0-06+AC0-29 00:00:00 +AC0-0600,121523007813,847
2017+AC0-06+AC0-30 00:00:00 +AC0-0600,121523007813,1382
2017+AC0-07+AC0-01 00:00:00 +AC0-0600,121523007813,976
2017+AC0-07+AC0-02 00:00:00 +AC0-0600,121523007813,552
2017+AC0-07+AC0-03 00:00:00 +AC0-0600,121523007813,1368
2017+AC0-07+AC0-04 00:00:00 +AC0-0600,121523007813,950
2017+AC0-07+AC0-05 00:00:00 +AC0-0600,121523007813,944
2017+AC0-07+AC0-06 00:00:00 +AC0-0600,121523007813,1652
2017+AC0-07+AC0-07 00:00:00 +AC0-0600,121523007813,1051
2017+AC0-07+AC0-08 00:00:00 +AC0-0600,121523007813,1331
